Question,Type,Lookup,Function,Can be duplicated,Stand,Chapitre,Subchapitre,Paragraphe
Disponibilité des couteaux,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les couverts,,
Etat des couteaux,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les couverts,,
Propreté couteaux,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les couverts,,
Traces de calcaire sur les couteaux,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les couverts,,
Disponibilité des petites cuillères,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les couverts,,
Etat des petites cuillères,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les couverts,,
Propreté petites cuillères,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les couverts,,
Traces de calcaire sur les petites cuillères,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les couverts,,
Accessibilité pour le réapprovisionnement Facile Difficile,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les couverts,,
Disponibilité,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les verres,,
Etat,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les verres,,
Propreté,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les verres,,
Accessibilité pour le réapprovisionnement Facile Difficile,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les verres,,
Accord assiette / produits servis,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations chaudes),,
Etat des assiettes,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations chaudes),,
Propreté des assiettes,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations chaudes),,
Présence de chauffe-assiettes,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations chaudes),,
Etat des chauffe-assiettes,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations chaudes),,
Propreté des chauffe-assiettes,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations chaudes),,
Bonne utilisation des chauffe-assiettes oui ,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations chaudes),,
Quelle est la bonne température ?,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations chaudes),,
Accessibilité pour le réapprovisionnement Facile Difficile,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations chaudes),,
Etat des saladiers de service,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Uniformité de la vaisselle utilisée Faut-il,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Disponibilité des ramequins/raviers,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Etat des ramequins/raviers,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Propreté des ramequins/raviers,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Disponibilité des petites assiettes,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Etat des petites assiettes,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Propreté des petites assiettes,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Disponibilité des coupelles,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Etat des coupelles,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Propreté des coupelles,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Disponibilité des bols,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Etat des bols,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Propreté des bols,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Disponibilité des bowls,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Etat des bowls,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Propreté des bowls,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Accessibilité pour le réapprovisionnement Facile Difficile,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Les contenants (prestations froides),,
Etat des ustensiles,3 choice Yes/No/Partial,,,,La cafétéria - généralités,,,
Propreté des ustensiles,3 choice Yes/No/Partial,,,,La cafétéria - généralités,,,
Etat des bacs gastronormes,3 choice Yes/No/Partial,,,,La cafétéria - généralités,,,
Propreté des bacs gastronormes,3 choice Yes/No/Partial,,,,La cafétéria - généralités,,,
Adéquation des ustensiles de service à la prestation servie,3 choice Yes/No/Partial,,,,La cafétéria - généralités,,,
OUVERTURE D'UN TABLEAU PERMETTANT DE SAISIR LE NOM DES PRODUITS CONTRÔLES ET LEUR TEMPERATURE ASSOCIEE,3 choice Yes/No/Partial,,,,La cafétéria - généralités,,,
Produit 1,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations froides),,
Produit 2,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations froides),,
Produit 3,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations froides),,
Produit 4,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations froides),,
Produit 5,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations froides),,
Produit 6,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations froides),,
Produit 7,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations froides),,
Produit 8,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations froides),,
Produit 9,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations froides),,
Produit 10,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations froides),,
Produit 11,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations froides),,
Produit 12,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations froides),,
OUVERTURE D'UN TABLEAU PERMETTANT DE SAISIR LE NOM DES PRODUITS CONTRÔLES ET LEUR TEMPERATURE ASSOCIEE,Table,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Produit 1,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Produit 2,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Produit 3,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Produit 4,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Produit 5,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Produit 6,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Produit 7,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Produit 8,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Produit 9,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Produit 10,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Produit 11,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Produit 12,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Relevés des températures (prestations chaudes),,
Etat des machines à cafés,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Le matériel,,
Propreté des machines à cafés,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Le matériel,,
INTEGRER UN TABLEAU PERMETTANT DE SAISIR LES AUTRES MATERIELS,Table,,,,La cafétéria - généralités,Le matériel,,
Etat de la machine à jus d'oranges,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Le matériel,,
Propreté de la machine à jus d'oranges,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Le matériel,,
Etat de la machine à chocolat,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Le matériel,,
Propreté de la machine à chocolat,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Le matériel,,
Etat des autres matériels,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Le matériel,,
Etat des autres matériels,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Le matériel,,
Température,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Environnement / décoration,,
Luminosité,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Environnement / décoration,,
Niveau sonore,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Environnement / décoration,,
Fluidité de déplacement pour les convives,3 choice Yes/No/Partial,,,,La cafétéria - généralités,Environnement / décoration,,
Conformité contractuelle ,3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Les prestations,
Qualité de prestation,3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Les prestations,
Présentation,3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Les prestations,
"Respect des procédures d’hygiène (absence d’utilisation de torchon, port de coiffe, de bijoux etc.)",3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Le personnel,Les tenues de travail
Uniformité des tenues ,3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Le personnel,Les tenues de travail
Etat des tenues ,3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Le personnel,Les tenues de travail
Propreté des tenues ,3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Le personnel,Les tenues de travail
Le sourire,3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Le personnel,L'accueil
L'amabilité,3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Le personnel,L'accueil
La politesse,3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Le personnel,L'accueil
La gestuelle,3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Le personnel,L'accueil
L'information,3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Le personnel,La communication
Le conseil,3 choice Yes/No/Partial,,,,La cafétéria - les prestations,,Le personnel,La communication
Date de l'audit,3 choice Yes/No/Partial,,,,Page d'accueil snacking,,,
Nom du restaurant,3 choice Yes/No/Partial,,,,Page d'accueil snacking,,,
Gestionnaire,3 choice Yes/No/Partial,,,,Page d'accueil snacking,,,
Personne(s) rencontrée(s),3 choice Yes/No/Partial,,,,Page d'accueil snacking,,,
Horaires de service de la cafétéria Matin,3 choice Yes/No/Partial,,,,Page d'accueil snacking,,,
Midi,3 choice Yes/No/Partial,,,,Page d'accueil snacking,,,
Après-midi,3 choice Yes/No/Partial,,,,Page d'accueil snacking,,,
Soir,3 choice Yes/No/Partial,,,,Page d'accueil snacking,,,
Nuit,3 choice Yes/No/Partial,,,,Page d'accueil snacking,,,
Date(s) de(s) l'audit(s) précédent(s) jj/mm/aa,3 choice Yes/No/Partial,,,,Page d'accueil snacking,,,
Précisions utiles,3 choice Yes/No/Partial,,,,Page d'accueil snacking,,,
Affichage des horaires d’ouverture du restaurant,3 choice Yes/No/Partial,,,,Zone d'accès au snacking,Les affichages / informations,,
Informations sur les plats / menus,3 choice Yes/No/Partial,,,,Zone d'accès au snacking,Les affichages / informations,,
Informations sur les créneaux horaires à éviter,3 choice Yes/No/Partial,,,,Zone d'accès au snacking,Les affichages / informations,,
Etat des vitres,3 choice Yes/No/Partial,,,,Zone d'accès au snacking,Les locaux,,
Propreté des vitres JML,3 choice Yes/No/Partial,,,,Zone d'accès au snacking,Les locaux,,
Etat des murs,3 choice Yes/No/Partial,,,,Zone d'accès au snacking,Les locaux,,
Propreté des murs JML,3 choice Yes/No/Partial,,,,Zone d'accès au snacking,Les locaux,,
Etat des sols,3 choice Yes/No/Partial,,,,Zone d'accès au snacking,Les locaux,,
Propreté des sols,3 choice Yes/No/Partial,,,,Zone d'accès au snacking,Les locaux,,
Etat des plafonds,3 choice Yes/No/Partial,,,,Zone d'accès au snacking,Les locaux,,
Propreté des plafonds,3 choice Yes/No/Partial,,,,Zone d'accès au snacking,Les locaux,,
Etat des murs,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les locaux,,
Propreté des murs JML,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les locaux,,
Etat des sols,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les locaux,,
Propreté des sols,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les locaux,,
Etat des plafonds,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les locaux,,
Propreté des plafonds,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les locaux,,
Disponibilité,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les plateaux,,
Etat,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les plateaux,,
Propreté,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les plateaux,,
Accessibilité pour le réapprovisionnement Facile Difficile,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les plateaux,,
Disponibilité des fourchettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Etat des fourchettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Propreté fourchettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Traces de calcaire sur les fourchettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Disponibilité des couteaux,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Etat des couteaux,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Propreté couteaux,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Traces de calcaire sur les couteaux,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Disponibilité des petites cuillères,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Etat des petites cuillères,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Propreté petites cuillères,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Traces de calcaire sur les petites cuillères,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Accessibilité pour le réapprovisionnement Facile Difficile PV déjà,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les couverts,,
Disponibilité,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les verres,,
Etat,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les verres,,
Propreté,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les verres,,
Traces de calcaire sur les verres,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les verres,,
Netteté des verres,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les verres,,
Accessibilité pour le réapprovisionnement Facile Difficile PV déjà,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les verres,,
Accord assiette / produits servis,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations chaudes),,
Etat des assiettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations chaudes),,
Propreté des assiettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations chaudes),,
Présence de chauffe-assiettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations chaudes),,
Etat des chauffe-assiettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations chaudes),,
Propreté des chauffe-assiettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations chaudes),,
Bonne utilisation des chauffe-assiettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations chaudes),,
Accessibilité pour le réapprovisionnement Facile Difficile,3 choice Yes/No/Partial,,,,Le snacking - généralités,,,
Etat des saladiers de service,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Uniformité de la vaisselle utilisée,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Disponibilité des ramequins/raviers,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Etat des ramequins/raviers,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Propreté des ramequins/raviers,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Disponibilité des petites assiettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Etat des petites assiettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Propreté des petites assiettes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Disponibilité des coupelles,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Etat des coupelles,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Propreté des coupelles,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Disponibilité des bols,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Etat des bols,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Propreté des bols,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Disponibilité des bowls,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Etat des bowls,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Propreté des bowls,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Accessibilité pour le réapprovisionnement Facile Difficile,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les contenants (prestations froides),,
Etat des ustensiles,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les ustensiles de service,,
Propreté des ustensiles,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les ustensiles de service,,
Etat des bacs gastronormes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les ustensiles de service,,
Propreté des bacs gastronormes,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les ustensiles de service,,
Adéquation des ustensiles de service à la prestation servie,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les ustensiles de service,,
OUVERTURE D'UN TABLEAU PERMETTANT DE SAISIR LE NOM DES PRODUITS CONTRÔLES ET LEUR TEMPERATURE ASSOCIEE,Table,,,,Le snacking - généralités,,,
Produit 1,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations froides),,
Produit 2,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations froides),,
Produit 3,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations froides),,
Produit 4,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations froides),,
Produit 5,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations froides),,
Produit 6,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations froides),,
Produit 7,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations froides),,
Produit 8,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations froides),,
Produit 9,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations froides),,
Produit 10,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations froides),,
Produit 11,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations froides),,
Produit 12,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations froides),,
OUVERTURE D'UN TABLEAU PERMETTANT DE SAISIR LE NOM DES PRODUITS CONTRÔLES ET LEUR TEMPERATURE ASSOCIEE,3 choice Yes/No/Partial,,,,Le snacking - généralités,,,
Produit 1,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations chaudes),,
Produit 2,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations chaudes),,
Produit 3,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations chaudes),,
Produit 4,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations chaudes),,
Produit 5,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations chaudes),,
Produit 6,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations chaudes),,
Produit 7,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations chaudes),,
Produit 8,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations chaudes),,
Produit 9,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations chaudes),,
Produit 10,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations chaudes),,
Produit 11,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations chaudes),,
Produit 12,3 choice Yes/No/Partial,,,,Le snacking - généralités,Relevés des températures (prestations chaudes),,
Disponibilité des informations sur les allergènes oui,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les affichages,,
Visibilité des informations,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les affichages,,
Information produit PV oui pour moi,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les affichages,,
Prix des produits,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les affichages,,
Respect des horaires de service,3 choice Yes/No/Partial,,,,Le snacking - généralités,,,
Réactivité pour réduire les temps d'attente,3 choice Yes/No/Partial,,,,Le snacking - généralités,Maîtrise des flux,,
Régler un pb ponctuelle rapidement,3 choice Yes/No/Partial,,,,Le snacking - généralités,Maîtrise des flux,,
INTEGRER UN TABLEAU PERMETTANT DE SAISIR LES TEMPS DE PASSAGE SUR PLUSIEURS HORAIRES,Table,,,,Le snacking - généralités,Les temps d'attente,,
Temps d'attente à xxHxx < 8 mn ? 8 à 10 mn ? > 10 mn ? oui,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les temps d'attente,,
Temps d'attente à xxHxx < 8 mn ? 8 à 10 mn ? > 10 mn ? oui,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les temps d'attente,,
Temps d'attente à xxHxx < 8 mn ? 8 à 10 mn ? > 10 mn ? oui,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les temps d'attente,,
Temps d'attente à xxHxx < 8 mn ? 8 à 10 mn ? > 10 mn ? oui,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les temps d'attente,,
Temps d'attente à xxHxx < 8 mn ? 8 à 10 mn ? > 10 mn ? oui,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les temps d'attente,,
Temps d'attente à xxHxx < 8 mn ? 8 à 10 mn ? > 10 mn ? oui,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les temps d'attente,,
Temps d'attente à xxHxx < 8 mn ? 8 à 10 mn ? > 10 mn ? oui,3 choice Yes/No/Partial,,,,Le snacking - généralités,Les temps d'attente,,
INTEGRER UN TABLEAU PERMETTANT DE SAISIR LES MATERIELS PRESENTS,Table,,,,Le snacking - généralités,,,
Etat des vitrines,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
Propreté des vitrines,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
Etat des îlots,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
Propreté des îlots,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
Etat des vitres,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
Propreté des vitres,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
Etat des meubles à T° amblante,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
Propreté des meubles à T° amblante,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
Matériel 1,3 choice Yes/No/Partial,,,Yes,Le snacking - généralités,Le matériel,,
Matériel 2,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
Matériel 3,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
Matériel 4,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
Matériel 5,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
Matériel 6,3 choice Yes/No/Partial,,,,Le snacking - généralités,Le matériel,,
"Respect des procédures d’hygiène (absence d’utilisation de torchon, port de la coiffe règlementaire, port de bijoux, etc.)",3 choice Yes/No/Partial,,,,Le snacking - généralités,,Le personnel,Les tenues de travail
Uniformité des tenues ,3 choice Yes/No/Partial,,,,Le snacking - généralités,,Le personnel,Les tenues de travail
Etat des tenues ,3 choice Yes/No/Partial,,,,Le snacking - généralités,,Le personnel,Les tenues de travail
Propreté des tenues ,3 choice Yes/No/Partial,,,,Le snacking - généralités,,Le personnel,Les tenues de travail
Le sourire ,3 choice Yes/No/Partial,,,,Le snacking - généralités,,Le personnel,L'accueil
L'amabilité ,3 choice Yes/No/Partial,,,,Le snacking - généralités,,Le personnel,L'accueil
La politesse ,3 choice Yes/No/Partial,,,,Le snacking - généralités,,Le personnel,L'accueil
La gestuelle ,3 choice Yes/No/Partial,,,,Le snacking - généralités,,Le personnel,Le professionalisme
La réactivité ,3 choice Yes/No/Partial,,,,Le snacking - généralités,,Le personnel,Le professionalisme
La rapidité de service ,3 choice Yes/No/Partial,,,,Le snacking - généralités,,Le personnel,Le professionalisme
L'information ,3 choice Yes/No/Partial,,,,Le snacking - généralités,,Le personnel,La communication
Le conseil ,3 choice Yes/No/Partial,,,,Le snacking - généralités,,Le personnel,La communication
Température,3 choice Yes/No/Partial,,,,Le snacking - généralités,Environnement / décoration,,
Luminosité,3 choice Yes/No/Partial,,,,Le snacking - généralités,Environnement / décoration,,
Niveau sonore,3 choice Yes/No/Partial,,,,Le snacking - généralités,Environnement / décoration,,
Fluidité de déplacement pour les convives,3 choice Yes/No/Partial,,,,Le snacking - généralités,Environnement / décoration,,
Ouverture d'un tableau permettant de renseigner le nom de tous les stands et de mesurer les éléments suivants :,Table,,,,,,,
Conformité contractuelle,3 choice Yes/No/Partial,,,,Le snacking - les prestations,Les prestations,,
Qualité des prestations,3 choice Yes/No/Partial,,,,Le snacking - les prestations,Les prestations,,
Qualité des présentations,3 choice Yes/No/Partial,,,,Le snacking - les prestations,Les prestations,,
